created_at,id,text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Mon Jan 01 17:20:30 +0000 2018,947880223047081985,"“State Department tells refugee agencies to downsize U.S. operations”
https://t.co/S5h7IwNNny Exclusive by… https://t.co/w64fZUAxOM",5,9,102278432,Michael Clemens,m_clem,"Washington, DC","Fellow @CGDev and @IZA_bonn, winner of @RoyalEconSoc Prize. My views only. Assoc. Editor @JPopEcon. Author of @WallsofNations. YouTube: http://bit.ly/1JWpML8",4788,45825,,
Mon Jan 01 20:15:50 +0000 2018,947924347599060992,"#Israel's Population, Immigration and Border Authority has announced that rejected Eritrean and Sudanese… https://t.co/dTgwPez7C9",2,7,189535823,Erin Jessee,erinjessee,"Glasgow, Scotland","Senior Lecturer, History, University of Glasgow
Oral history, genocide studies, Rwanda and the Great Lakes region of Africa
She/her/hers",982,1213,Israel,
Mon Jan 01 14:51:45 +0000 2018,947842789441703937,"11/ Some may point out we had control over non- EU immigration, illegal immigration and which refugees we chose to… https://t.co/ZZuVk2Gus7",12,6,897431451225948161,Alexander,37paday,London,"If not now, when?",576,6741,,
Mon Jan 01 10:57:41 +0000 2018,947783882207662081,"Investigate #humanrights breaches in #Australian onshore immigration detention #refugees #auspol
https://t.co/eHootXt1XK",1,5,24185209,Ann,Ann1912,"Queensland, Australia",,1975,1005,,
Mon Jan 01 22:46:11 +0000 2018,947962181680734208,🇨🇦#Trudeau strikes again DELETES EVIDENCE of allowing dangerous #asylumseekers #refugees #immigrants #CANADA BREAK… https://t.co/4jJpAuZqQr,2,3,81917143,MJ,BleepedNews,Canada,"🇨🇦🤠🍀🎄✝️Censored News, mostly Canadian🚫 LIST - LISTERS will be blocked.",391,255,,TheVillaSomalia
Mon Jan 01 16:50:07 +0000 2018,947872577879502848,"mt @Butchie_tee_bfd @JackPosobiec 
#Poland: Only we decide whether to accept #refugees or not… https://t.co/z7WrONWTYF",0,2,65964641,ICE,TracyArm,USA,#WesternCivilization #JudeoChristianEthics HeroList: CharlesMartel MLuther JanSobieski WilliamWilberforce WChurchill CSLewis TRoosevelt MThatcher RReagan.,1881,1339,,
Mon Jan 01 12:05:36 +0000 2018,947800974562906113,#Trump's #Deportation Squads 7 Most Wanted https://t.co/FOb3fWU8oo via @po_st #Illegal #Immigrants #Immigration… https://t.co/9mqDKYSMps,0,2,548646200,ExposingCrime,XPoseCrime,"New Jersey, USA",,4962,3491,MuslimBan|SCOTUS,
Mon Jan 01 22:08:41 +0000 2018,947952746673602561,"Merkel's immigration policies (supported by the EU), have in reality placed economic migrants on the same level as… https://t.co/dVU11Qi8me",5,2,21993294,SileER,SileER,"London, England","Mum ❤️animals 🐕🐷🐴 RC Brexit Gunners. Loathe cruelty to the vulnerable & hypocrites. RT's not endorsement etc.
Put not your trust in princes...or politicians",5234,5120,,
Mon Jan 01 12:46:18 +0000 2018,947811219590787072,"Well, I guess Trump will need funding for a northern wall now! 😆😅😄😃 https://t.co/swy4eEBKVE",0,1,300301896,Doctor Dawlin Ureña,doctordawlin,United States,"Author & researcher at http://antesdelfin.com. Twitting Judeo-Christian values. If followed, I will follow. #AbortionIsMurder, #KAG, #AllLivesMatter #NoAlFraude",4725,5212,,JennieK_NS|LibValuesCanada|ndrew_lawrence|scrapFe
Mon Jan 01 22:08:35 +0000 2018,947952722564800513,"18 #refugees , 18 countries – and their hopes for 2018 

Very powerful and moving. A sobering reminder of what leav… https://t.co/UFeCgZaXK4",1,1,341559365,Susana Klien,tustuleca,"Hackney, London",Peruvian feminist wandering around London. Proud latina immigrant. 80s girl. Eclectic tweets: #politics #womensrights #peacebuilding #parenting #feminism,1106,981,,supportKIND
Wed Jan 10 20:15:05 +0000 2018,951185647213076480,"A day after Trump is ""Presidential"" and says positive remarks about DACA, immigration officers raid nearly one hund… https://t.co/mdYd72T9nW",30,22,21733692,"Wajahat ""Wears a Mask Because of a Pandemic"" Ali",WajahatAli,D.C. by way of Fremontistan,"@nytimes Contributing Oped Writer; Writing a book (Fall 2021); @TheLavinAgency Speaker; Tired Dad

wajahatmali@protonmail.com
Web: https://t.co/A5i4w6Gp5N
Rep: @unitedtalent",1640,246686,,
Wed Jan 10 18:39:00 +0000 2018,951161468019331072,"Free Citizenship Assistance &amp; Free Immigration Consultations with Legal Experts: Saturday, Feb 3, 10am @ Seattle Ce… https://t.co/fq3XiJJAXm",12,15,58544943,Seattle City Council,SeattleCouncil,Seattle,"The Seattle City Council is leading the way on ensuring Seattle remains a viable, safe, livable, and sustainable city.",542,65811,,
Wed Jan 10 21:26:44 +0000 2018,951203678903468032,"New Triple Holy Alliance caring for « poor refugees»: The Antifa, the Big Business, and... the Church. https://t.co/iqTLzioMzO",6,5,3748315461,Tom Sunic,Tom_Sunic,USA-Europe,"Professor, author, translator (http://www.theoccidentalobserver.net/author/tomsunic/)",62,3404,Migrant|Paris|rescued,
Wed Jan 10 22:19:05 +0000 2018,951216855590588416,"@cryborg @AP I did the math for you. 

Dreamers + Undocumented Immigrant + Migrant + Noncitizen = “Illegal” Alien 

You’re welcome.",1,1,542153653,My Happy Face,parashotz,,"Keeper Of My Oath. US Army. Veteran. 2/37 AR, 1st AD. 2/4 CAV, 24th INF. 11C. Murphy Was A Grunt. My Dog Is My Avi (RIP). 🇺🇸",10058,10213,,AP|cryborg
Wed Jan 10 19:00:29 +0000 2018,951166873021726720,"@Hollymcc3 @JJ_McCullough @AhmedDHussen It actually is that easy
We even put an easy button on the Canada site to p… https://t.co/q9Y8bnPwq3",1,1,227817748,Ken Grierson,snarkywhiteguy,"BC, Canada","#Unityisstrength. No political correctness here! Survivor of successive Liberal Gov'ts.
Cancer survivor #wexit #freethewest",1023,1235,MuslimBan|SCOTUS,
Wed Jan 10 19:57:58 +0000 2018,951181341084790785,@tommy2104 @ScotGovFairer @AConstanceSNP @scotrefcouncil @COSLA Okay yeah I’m lucky big deal. Look at Sweden there… https://t.co/UbAssjnn6L,2,1,920425234771169280,thepap 🐻 insert bear pun[team 💯]🐻🏴󠁧󠁢󠁳󠁣󠁴󠁿,thepap000,United Kingdom,“baked beans make big dreams”-Elif https://discord.gg/AhCKcBq,1632,103,Immigration|Sessions,
Wed Jan 10 21:11:15 +0000 2018,951199785343594496,@Bessie_Mae1928 @ABT1220 @kity_katz @GondwanaLands @Mabels_Musings @benelongtime @EllisDarryl @Yeahnahtoyou… https://t.co/FNjE4WXJJI,1,1,950148565757698048,NotLeft,NotLeft0801,,"Despise Marxists, lefties of all types, Unions, Fakenews & PC!",279,77,,nytimes|viet_t_nguyen
Wed Jan 10 21:14:03 +0000 2018,951200487642226688,"""The Red Green Axis: Refugees, Immigration and the Agenda to Erase America."" 

#tcot #p2 #tcot #p2… https://t.co/3GL6jpXNZT",0,1,16155881,pete602,petefrt,USA,Libertarian JFK Democrat turned libertarian conservative during the Reagan days. Today's prog Dems are what JFK Dems were trying to protect us against🇺🇸#MAGA,50665,49556,,
Wed Jan 10 21:53:26 +0000 2018,951210398954414080,America had an immigration hiatus from 1920-1945 to  assimilate millions of Europeans successfully. We need another… https://t.co/F7piCy6WoQ,1,1,1431345054,S. Christensen,schristen4,USA,"Physician, previously Navy combat pilot from carriers during Vietnam. VA 100% disabled.Twitter blocked me for a month by noting Transgenders are delusional.",1344,854,,
Wed Jan 10 23:57:55 +0000 2018,951241726810869760,🚨👏🚨PROTECT OUR REFUGEES &amp; IMMIGRANTS! https://t.co/NO31T52Gpj,1,1,100832012,🆘DISASTER-POLITICS🆘 #StaySafeAtHOME! 🇺🇸,EnoughDisaster,"North Carolina, USA","#FBR A mix of Disaster/Politics. Passionate about animals, planet, and leaving this world a better place for our future generations. #VOTE2020 #DisasterResponse",11987,11189,,CitImmCanada
Fri Jan 19 20:16:47 +0000 2018,954447566782922752,"BREAKING: #SCOTUS will hear Trump's racist #MuslimBan. Reminder: this exclusionary policy tears apart families, ref… https://t.co/bXx8YTr85c",14,12,3734155633,MPower Change,MPower_Change,,"MPower Change is a grassroots movement of U.S. Muslims working to build social, spiritual, racial & economic justice for all people #RepealTheBan #AbolishICE",917,16107,MuslimBan|SCOTUS,
Fri Jan 19 22:16:46 +0000 2018,954477763351625728,Can u be GREEN &amp; not support Immigration. Immigration only for Genuine Refugees (yes the ones that come on boats no… https://t.co/m9LP3kgvKm,2,2,1328330700,ken,pastry212,Australia,Following & Retweeting good twits!  If U like my twits please follow & Retweet also! Here to communicate!,5003,1895,,nytimes
Fri Jan 19 20:45:17 +0000 2018,954454741173579776,"Kids are refugees, too. #Immigration https://t.co/XSkeoDq877",2,1,106832630,ColumbiaPublicHealth,ColumbiaMSPH,"New York, New York","@Columbia's Mailman School of Public Health is at the forefront of local and global public health research, education and collaboration. #HealthIsAHumanRight",1070,20151,,FiveRights
Fri Jan 19 22:01:15 +0000 2018,954473856818966529,https://t.co/e7KI3tUas8,2,1,833392709201174530,Meena,Meenacentre,"Birmingham, England",A community interest company set up in the UK to carry on the work started in a Calais with refugee and asylum seeking women and children.,979,958,,
Fri Jan 19 23:57:23 +0000 2018,954503083148627970,"RT @Independent: UK and France must put a stop to 'systematic violation' of Calais refugees, charities warn https://t.co/oHGVmARuMQ",0,0,488975105,Rosario Ibañez G F,rosarioigf,,"a series of small victories and large defeats. una especie de antología de contradicciones, de gaffes, de errores.",3755,471,,CitImmCanada
Fri Jan 19 20:50:02 +0000 2018,954455936046944256,"RT @FoxBusiness: .@SheriffClarke on on cop killer, undocumented immigrant Luis Bracamontes: “Pelosi, Schumer and the Democrats in Washingto…",0,0,709789026123911168,Alice Sutton Ballard,AliceBallard27,USA,"Christian. 
Love♡God~Family~Country.
Always be kind~🖤~Be the Change.

Investor~~NYGiants Fan",9051,9146,,NDP
Fri Jan 19 20:36:56 +0000 2018,954452640125145088,"As Shutdown Looms Over Immigration, Trump's Rejection of Refugees Could Have Global Domino Effect https://t.co/Yhcaqw7c1Y via @truthout",0,0,75337774,Teresa MASIA PERALES,Spanishcountry,"Eaubonne, 95, France",Human rights activist,904,678,,AzWarren|Magialuna|ReadingDiva3|armandcamera|philipneumann|qneill|scientist_rogue|scottderrickson|stevesilberman
Fri Jan 19 20:38:53 +0000 2018,954453129462009862,"RT @FoxBusiness: .@SheriffClarke on on cop killer, undocumented immigrant Luis Bracamontes: “Pelosi, Schumer and the Democrats in Washingto…",0,0,827128654706647040,Jstew,jrstewpy03,,,53,93,,RepStevenSmith
Fri Jan 19 20:40:24 +0000 2018,954453508870279168,"RT @MPower_Change: BREAKING: #SCOTUS will hear Trump's racist #MuslimBan. Reminder: this exclusionary policy tears apart families, refuses…",0,0,2706990050,Carlos Menchaca 萬齊家,NYCCouncil38,"Brooklyn, NY","NYC Council Member of District 38: Sunset Park, Red Hook, and parts of Greenwood Heights, Borough Park, and Windsor Terrace. Chair of Committee on Immigration.",659,5319,,NDP
Fri Jan 19 20:41:32 +0000 2018,954453797169807360,"Undocumented Lawyer Tries Defending Illegal Immigrants, Wasn&amp;#8217;t Ready for Tucker&amp;#8217;s Epic Question https://t.co/7lhVJz72yw",0,0,31488432,Richard Gabriel,gcexpress,Los Angeles,"I am a small business owner who believes in smaller government and lower taxes,",863,166,,dvorakoelling
Sun Jan 28 20:56:32 +0000 2018,957719063404347392,After hundreds of anti-racist doctors call to rescind the medical license of the head of the government agency that… https://t.co/vbkBk1JIfV,5,15,45901207,David Sheen,davidsheen,Haifa,Investigative Journalist • Articles: http://davidsheen.com/recent.htm • Videos: http://davidsheen.com/lectures.htm • Support: http://patreon.com/davidsheen,79,23563,,LiverpoolTeknoF
Sun Jan 28 21:12:31 +0000 2018,957723084303294464,"As the date of the State of the Union Address approaches, it's helpful to know what to expect.
Here are Trump's fal… https://t.co/fsERhQvJ7X",1,4,830886553123700736,Monty 🇺🇸Hamilton's Battery🇺🇸 Boa,MontyBoa99,"Peoria, IL","#DitchMitch, #KickCollins, #GavelGraham | #EndCitizensUnited | #TheResistance | #ImpeachBarr | #ImpeachTrumpAgain | #BlackLivesMatter | #M4A",11202,29598,,
Sun Jan 28 22:56:16 +0000 2018,957749192285237248,"Some 14,000 refugees and asylum seekers in Indonesia await transfer to another country 🇮🇩
Many will spend years in… https://t.co/NPeOBtRl9R",4,4,1221020418,IDC Asia Pacific,IDCAsiaPacific,"Melbourne, Victoria","Asia Pacific News on immigration #detention, staff @idcmonitor promoting human rights for asylum seekers, refugees & migrants",612,639,,
